instrument_token,exchange_token,tradingsymbol,name,last_price,expiry,strike,tick_size,lot_size,instrument_type,segment,exchange
222420229,868829,BANKEX26MAY61000PE,"BANKEX",0,2026-05-27,61000,0.05,30,PE,BFO-OPT,BFO
223971845,874890,BANKEX26MAY61000CE,"BANKEX",0,2026-05-27,61000,0.05,30,CE,BFO-OPT,BFO
223355653,872483,BANKEX26MAY62500PE,"BANKEX",0,2026-05-27,62500,0.05,30,PE,BFO-OPT,BFO
222820613,870393,BANKEX26MAY78300CE,"BANKEX",0,2026-05-27,78300,0.05,30,CE,BFO-OPT,BFO
223240965,872035,BANKEX26MAY78300PE,"BANKEX",0,2026-05-27,78300,0.05,30,PE,BFO-OPT,BFO
222626821,869636,BANKEX26MAY78200PE,"BANKEX",0,2026-05-27,78200,0.05,30,PE,BFO-OPT,BFO
223307525,872295,BANKEX26MAY78200CE,"BANKEX",0,2026-05-27,78200,0.05,30,CE,BFO-OPT,BFO
222694917,869902,BANKEX26MAY78100CE,"BANKEX",0,2026-05-27,78100,0.05,30,CE,BFO-OPT,BFO
223111941,871531,BANKEX26MAY78100PE,"BANKEX",0,2026-05-27,78100,0.05,30,PE,BFO-OPT,BFO
223179781,871796,BANKEX26MAY78000CE,"BANKEX",0,2026-05-27,78000,0.05,30,CE,BFO-OPT,BFO
223602693,873448,BANKEX26MAY78000PE,"BANKEX",0,2026-05-27,78000,0.05,30,PE,BFO-OPT,BFO
222441477,868912,BANKEX26MAY77900PE,"BANKEX",0,2026-05-27,77900,0.05,30,PE,BFO-OPT,BFO
223993861,874976,BANKEX26MAY77900CE,"BANKEX",0,2026-05-27,77900,0.05,30,CE,BFO-OPT,BFO
223390725,872620,BANKEX26MAY77800CE,"BANKEX",0,2026-05-27,77800,0.05,30,CE,BFO-OPT,BFO
223810565,874260,BANKEX26MAY77800PE,"BANKEX",0,2026-05-27,77800,0.05,30,PE,BFO-OPT,BFO
223874309,874509,BANKEX26MAY77700CE,"BANKEX",0,2026-05-27,77700,0.05,30,CE,BFO-OPT,BFO
224277765,876085,BANKEX26MAY77700PE,"BANKEX",0,2026-05-27,77700,0.05,30,PE,BFO-OPT,BFO
223687429,873779,BANKEX26MAY77600PE,"BANKEX",0,2026-05-27,77600,0.05,30,PE,BFO-OPT,BFO
224342277,876337,BANKEX26MAY77600CE,"BANKEX",0,2026-05-27,77600,0.05,30,CE,BFO-OPT,BFO
223758853,874058,BANKEX26MAY77500CE,"BANKEX",0,2026-05-27,77500,0.05,30,CE,BFO-OPT,BFO
224153605,875600,BANKEX26MAY77500PE,"BANKEX",0,2026-05-27,77500,0.05,30,PE,BFO-OPT,BFO
223560709,873284,BANKEX26MAY77400PE,"BANKEX",0,2026-05-27,77400,0.05,30,PE,BFO-OPT,BFO
224219397,875857,BANKEX26MAY77400CE,"BANKEX",0,2026-05-27,77400,0.05,30,CE,BFO-OPT,BFO
223630085,873555,BANKEX26MAY77300CE,"BANKEX",0,2026-05-27,77300,0.05,30,CE,BFO-OPT,BFO
224035589,875139,BANKEX26MAY77300PE,"BANKEX",0,2026-05-27,77300,0.05,30,PE,BFO-OPT,BFO
222559493,869373,BANKEX26MAY77200PE,"BANKEX",0,2026-05-27,77200,0.05,30,PE,BFO-OPT,BFO
224102149,875399,BANKEX26MAY77200CE,"BANKEX",0,2026-05-27,77200,0.05,30,CE,BFO-OPT,BFO
223500293,873048,BANKEX26MAY77100CE,"BANKEX",0,2026-05-27,77100,0.05,30,CE,BFO-OPT,BFO
223912197,874657,BANKEX26MAY77100PE,"BANKEX",0,2026-05-27,77100,0.05,30,PE,BFO-OPT,BFO
222425861,868851,BANKEX26MAY77000PE,"BANKEX",0,2026-05-27,77000,0.05,30,PE,BFO-OPT,BFO
223978757,874917,BANKEX26MAY77000CE,"BANKEX",0,2026-05-27,77000,0.05,30,CE,BFO-OPT,BFO
222833157,870442,BANKEX26MAY76900CE,"BANKEX",0,2026-05-27,76900,0.05,30,CE,BFO-OPT,BFO
223253253,872083,BANKEX26MAY76900PE,"BANKEX",0,2026-05-27,76900,0.05,30,PE,BFO-OPT,BFO
222643205,869700,BANKEX26MAY76800PE,"BANKEX",0,2026-05-27,76800,0.05,30,PE,BFO-OPT,BFO
223317253,872333,BANKEX26MAY76800CE,"BANKEX",0,2026-05-27,76800,0.05,30,CE,BFO-OPT,BFO
222704901,869941,BANKEX26MAY76700CE,"BANKEX",0,2026-05-27,76700,0.05,30,CE,BFO-OPT,BFO
223125509,871584,BANKEX26MAY76700PE,"BANKEX",0,2026-05-27,76700,0.05,30,PE,BFO-OPT,BFO
223194117,871852,BANKEX26MAY76600CE,"BANKEX",0,2026-05-27,76600,0.05,30,CE,BFO-OPT,BFO
223615493,873498,BANKEX26MAY76600PE,"BANKEX",0,2026-05-27,76600,0.05,30,PE,BFO-OPT,BFO
222585349,869474,BANKEX26MAY76500CE,"BANKEX",0,2026-05-27,76500,0.05,30,CE,BFO-OPT,BFO
223003909,871109,BANKEX26MAY76500PE,"BANKEX",0,2026-05-27,76500,0.05,30,PE,BFO-OPT,BFO
223067909,871359,BANKEX26MAY76400CE,"BANKEX",0,2026-05-27,76400,0.05,30,CE,BFO-OPT,BFO
223485957,872992,BANKEX26MAY76400PE,"BANKEX",0,2026-05-27,76400,0.05,30,PE,BFO-OPT,BFO
222454533,868963,BANKEX26MAY76300CE,"BANKEX",0,2026-05-27,76300,0.05,30,CE,BFO-OPT,BFO
222875909,870609,BANKEX26MAY76300PE,"BANKEX",0,2026-05-27,76300,0.05,30,PE,BFO-OPT,BFO
222945029,870879,BANKEX26MAY76200CE,"BANKEX",0,2026-05-27,76200,0.05,30,CE,BFO-OPT,BFO
223362821,872511,BANKEX26MAY76200PE,"BANKEX",0,2026-05-27,76200,0.05,30,PE,BFO-OPT,BFO
222748165,870110,BANKEX26MAY76100PE,"BANKEX",0,2026-05-27,76100,0.05,30,PE,BFO-OPT,BFO
223430149,872774,BANKEX26MAY76100CE,"BANKEX",0,2026-05-27,76100,0.05,30,CE,BFO-OPT,BFO
222818565,870385,BANKEX26MAY76000CE,"BANKEX",0,2026-05-27,76000,0.05,30,CE,BFO-OPT,BFO
223239941,872031,BANKEX26MAY76000PE,"BANKEX",0,2026-05-27,76000,0.05,30,PE,BFO-OPT,BFO
223640069,873594,BANKEX26MAY75900CE,"BANKEX",0,2026-05-27,75900,0.05,30,CE,BFO-OPT,BFO
224049157,875192,BANKEX26MAY75900PE,"BANKEX",0,2026-05-27,75900,0.05,30,PE,BFO-OPT,BFO
222572293,869423,BANKEX26MAY75800PE,"BANKEX",0,2026-05-27,75800,0.05,30,PE,BFO-OPT,BFO
224112389,875439,BANKEX26MAY75800CE,"BANKEX",0,2026-05-27,75800,0.05,30,CE,BFO-OPT,BFO
223513605,873100,BANKEX26MAY75700CE,"BANKEX",0,2026-05-27,75700,0.05,30,CE,BFO-OPT,BFO
223928069,874719,BANKEX26MAY75700PE,"BANKEX",0,2026-05-27,75700,0.05,30,PE,BFO-OPT,BFO
222439685,868905,BANKEX26MAY75600PE,"BANKEX",0,2026-05-27,75600,0.05,30,PE,BFO-OPT,BFO
223993093,874973,BANKEX26MAY75600CE,"BANKEX",0,2026-05-27,75600,0.05,30,CE,BFO-OPT,BFO
223389189,872614,BANKEX26MAY75500CE,"BANKEX",0,2026-05-27,75500,0.05,30,CE,BFO-OPT,BFO
223808773,874253,BANKEX26MAY75500PE,"BANKEX",0,2026-05-27,75500,0.05,30,PE,BFO-OPT,BFO
223872773,874503,BANKEX26MAY75400CE,"BANKEX",0,2026-05-27,75400,0.05,30,CE,BFO-OPT,BFO
224276229,876079,BANKEX26MAY75400PE,"BANKEX",0,2026-05-27,75400,0.05,30,PE,BFO-OPT,BFO
223686661,873776,BANKEX26MAY75300PE,"BANKEX",0,2026-05-27,75300,0.05,30,PE,BFO-OPT,BFO
224340485,876330,BANKEX26MAY75300CE,"BANKEX",0,2026-05-27,75300,0.05,30,CE,BFO-OPT,BFO
223757573,874053,BANKEX26MAY75200CE,"BANKEX",0,2026-05-27,75200,0.05,30,CE,BFO-OPT,BFO
224152581,875596,BANKEX26MAY75200PE,"BANKEX",0,2026-05-27,75200,0.05,30,PE,BFO-OPT,BFO
222681349,869849,BANKEX26MAY75100PE,"BANKEX",0,2026-05-27,75100,0.05,30,PE,BFO-OPT,BFO
224218117,875852,BANKEX26MAY75100CE,"BANKEX",0,2026-05-27,75100,0.05,30,CE,BFO-OPT,BFO
223628805,873550,BANKEX26MAY75000CE,"BANKEX",0,2026-05-27,75000,0.05,30,CE,BFO-OPT,BFO
224033285,875130,BANKEX26MAY75000PE,"BANKEX",0,2026-05-27,75000,0.05,30,PE,BFO-OPT,BFO
222469893,869023,BANKEX26MAY74900CE,"BANKEX",0,2026-05-27,74900,0.05,30,CE,BFO-OPT,BFO
222889477,870662,BANKEX26MAY74900PE,"BANKEX",0,2026-05-27,74900,0.05,30,PE,BFO-OPT,BFO
222957317,870927,BANKEX26MAY74800CE,"BANKEX",0,2026-05-27,74800,0.05,30,CE,BFO-OPT,BFO
223375621,872561,BANKEX26MAY74800PE,"BANKEX",0,2026-05-27,74800,0.05,30,PE,BFO-OPT,BFO
222764805,870175,BANKEX26MAY74700PE,"BANKEX",0,2026-05-27,74700,0.05,30,PE,BFO-OPT,BFO
224300037,876172,BANKEX26MAY74700CE,"BANKEX",0,2026-05-27,74700,0.05,30,CE,BFO-OPT,BFO
222831621,870436,BANKEX26MAY74600CE,"BANKEX",0,2026-05-27,74600,0.05,30,CE,BFO-OPT,BFO
223252229,872079,BANKEX26MAY74600PE,"BANKEX",0,2026-05-27,74600,0.05,30,PE,BFO-OPT,BFO
222642437,869697,BANKEX26MAY74500PE,"BANKEX",0,2026-05-27,74500,0.05,30,PE,BFO-OPT,BFO
223316997,872332,BANKEX26MAY74500CE,"BANKEX",0,2026-05-27,74500,0.05,30,CE,BFO-OPT,BFO
222704133,869938,BANKEX26MAY74400CE,"BANKEX",0,2026-05-27,74400,0.05,30,CE,BFO-OPT,BFO
223124997,871582,BANKEX26MAY74400PE,"BANKEX",0,2026-05-27,74400,0.05,30,PE,BFO-OPT,BFO
223193349,871849,BANKEX26MAY74300CE,"BANKEX",0,2026-05-27,74300,0.05,30,CE,BFO-OPT,BFO
223614981,873496,BANKEX26MAY74300PE,"BANKEX",0,2026-05-27,74300,0.05,30,PE,BFO-OPT,BFO
222584069,869469,BANKEX26MAY74200CE,"BANKEX",0,2026-05-27,74200,0.05,30,CE,BFO-OPT,BFO
223002373,871103,BANKEX26MAY74200PE,"BANKEX",0,2026-05-27,74200,0.05,30,PE,BFO-OPT,BFO
223066629,871354,BANKEX26MAY74100CE,"BANKEX",0,2026-05-27,74100,0.05,30,CE,BFO-OPT,BFO
223484933,872988,BANKEX26MAY74100PE,"BANKEX",0,2026-05-27,74100,0.05,30,PE,BFO-OPT,BFO
222875397,870607,BANKEX26MAY74000PE,"BANKEX",0,2026-05-27,74000,0.05,30,PE,BFO-OPT,BFO
223552517,873252,BANKEX26MAY74000CE,"BANKEX",0,2026-05-27,74000,0.05,30,CE,BFO-OPT,BFO
222392581,868721,BANKEX26MAY73900CE,"BANKEX",0,2026-05-27,73900,0.05,30,CE,BFO-OPT,BFO
223703813,873843,BANKEX26MAY73900PE,"BANKEX",0,2026-05-27,73900,0.05,30,PE,BFO-OPT,BFO
223768581,874096,BANKEX26MAY73800CE,"BANKEX",0,2026-05-27,73800,0.05,30,CE,BFO-OPT,BFO
224166661,875651,BANKEX26MAY73800PE,"BANKEX",0,2026-05-27,73800,0.05,30,PE,BFO-OPT,BFO
223572997,873332,BANKEX26MAY73700PE,"BANKEX",0,2026-05-27,73700,0.05,30,PE,BFO-OPT,BFO
224229381,875896,BANKEX26MAY73700CE,"BANKEX",0,2026-05-27,73700,0.05,30,CE,BFO-OPT,BFO
223639813,873593,BANKEX26MAY73600CE,"BANKEX",0,2026-05-27,73600,0.05,30,CE,BFO-OPT,BFO
224048133,875188,BANKEX26MAY73600PE,"BANKEX",0,2026-05-27,73600,0.05,30,PE,BFO-OPT,BFO
222570245,869415,BANKEX26MAY73500PE,"BANKEX",0,2026-05-27,73500,0.05,30,PE,BFO-OPT,BFO
224111621,875436,BANKEX26MAY73500CE,"BANKEX",0,2026-05-27,73500,0.05,30,CE,BFO-OPT,BFO
223513349,873099,BANKEX26MAY73400CE,"BANKEX",0,2026-05-27,73400,0.05,30,CE,BFO-OPT,BFO
223926789,874714,BANKEX26MAY73400PE,"BANKEX",0,2026-05-27,73400,0.05,30,PE,BFO-OPT,BFO
222438149,868899,BANKEX26MAY73300PE,"BANKEX",0,2026-05-27,73300,0.05,30,PE,BFO-OPT,BFO
223992069,874969,BANKEX26MAY73300CE,"BANKEX",0,2026-05-27,73300,0.05,30,CE,BFO-OPT,BFO
222511109,869184,BANKEX26MAY73200CE,"BANKEX",0,2026-05-27,73200,0.05,30,CE,BFO-OPT,BFO
223808005,874250,BANKEX26MAY73200PE,"BANKEX",0,2026-05-27,73200,0.05,30,PE,BFO-OPT,BFO
223871749,874499,BANKEX26MAY73100CE,"BANKEX",0,2026-05-27,73100,0.05,30,CE,BFO-OPT,BFO
224275717,876077,BANKEX26MAY73100PE,"BANKEX",0,2026-05-27,73100,0.05,30,PE,BFO-OPT,BFO
222803973,870328,BANKEX26MAY73000PE,"BANKEX",0,2026-05-27,73000,0.05,30,PE,BFO-OPT,BFO
224339717,876327,BANKEX26MAY73000CE,"BANKEX",0,2026-05-27,73000,0.05,30,CE,BFO-OPT,BFO
222530309,869259,BANKEX26MAY72900PE,"BANKEX",0,2026-05-27,72900,0.05,30,PE,BFO-OPT,BFO
223204357,871892,BANKEX26MAY72900CE,"BANKEX",0,2026-05-27,72900,0.05,30,CE,BFO-OPT,BFO
222595333,869513,BANKEX26MAY72800CE,"BANKEX",0,2026-05-27,72800,0.05,30,CE,BFO-OPT,BFO
223016197,871157,BANKEX26MAY72800PE,"BANKEX",0,2026-05-27,72800,0.05,30,PE,BFO-OPT,BFO
223078405,871400,BANKEX26MAY72700CE,"BANKEX",0,2026-05-27,72700,0.05,30,CE,BFO-OPT,BFO
223499269,873044,BANKEX26MAY72700PE,"BANKEX",0,2026-05-27,72700,0.05,30,PE,BFO-OPT,BFO
222468613,869018,BANKEX26MAY72600CE,"BANKEX",0,2026-05-27,72600,0.05,30,CE,BFO-OPT,BFO
222889221,870661,BANKEX26MAY72600PE,"BANKEX",0,2026-05-27,72600,0.05,30,PE,BFO-OPT,BFO
222956037,870922,BANKEX26MAY72500CE,"BANKEX",0,2026-05-27,72500,0.05,30,CE,BFO-OPT,BFO
223374853,872558,BANKEX26MAY72500PE,"BANKEX",0,2026-05-27,72500,0.05,30,PE,BFO-OPT,BFO
222763525,870170,BANKEX26MAY72400PE,"BANKEX",0,2026-05-27,72400,0.05,30,PE,BFO-OPT,BFO
223442949,872824,BANKEX26MAY72400CE,"BANKEX",0,2026-05-27,72400,0.05,30,CE,BFO-OPT,BFO
222831109,870434,BANKEX26MAY72300CE,"BANKEX",0,2026-05-27,72300,0.05,30,CE,BFO-OPT,BFO
223250949,872074,BANKEX26MAY72300PE,"BANKEX",0,2026-05-27,72300,0.05,30,PE,BFO-OPT,BFO
223315973,872328,BANKEX26MAY72200CE,"BANKEX",0,2026-05-27,72200,0.05,30,CE,BFO-OPT,BFO
223742725,873995,BANKEX26MAY72200PE,"BANKEX",0,2026-05-27,72200,0.05,30,PE,BFO-OPT,BFO
222703621,869936,BANKEX26MAY72100CE,"BANKEX",0,2026-05-27,72100,0.05,30,CE,BFO-OPT,BFO
223123973,871578,BANKEX26MAY72100PE,"BANKEX",0,2026-05-27,72100,0.05,30,PE,BFO-OPT,BFO
223191813,871843,BANKEX26MAY72000CE,"BANKEX",0,2026-05-27,72000,0.05,30,CE,BFO-OPT,BFO
223614213,873493,BANKEX26MAY72000PE,"BANKEX",0,2026-05-27,72000,0.05,30,PE,BFO-OPT,BFO
222452997,868957,BANKEX26MAY71900PE,"BANKEX",0,2026-05-27,71900,0.05,30,PE,BFO-OPT,BFO
224003845,875015,BANKEX26MAY71900CE,"BANKEX",0,2026-05-27,71900,0.05,30,CE,BFO-OPT,BFO
223402757,872667,BANKEX26MAY71800CE,"BANKEX",0,2026-05-27,71800,0.05,30,CE,BFO-OPT,BFO
223820293,874298,BANKEX26MAY71800PE,"BANKEX",0,2026-05-27,71800,0.05,30,PE,BFO-OPT,BFO
223883013,874543,BANKEX26MAY71700CE,"BANKEX",0,2026-05-27,71700,0.05,30,CE,BFO-OPT,BFO
224289285,876130,BANKEX26MAY71700PE,"BANKEX",0,2026-05-27,71700,0.05,30,PE,BFO-OPT,BFO
222392069,868719,BANKEX26MAY71600CE,"BANKEX",0,2026-05-27,71600,0.05,30,CE,BFO-OPT,BFO
223702021,873836,BANKEX26MAY71600PE,"BANKEX",0,2026-05-27,71600,0.05,30,PE,BFO-OPT,BFO
223767813,874093,BANKEX26MAY71500CE,"BANKEX",0,2026-05-27,71500,0.05,30,CE,BFO-OPT,BFO
224165893,875648,BANKEX26MAY71500PE,"BANKEX",0,2026-05-27,71500,0.05,30,PE,BFO-OPT,BFO
222692613,869893,BANKEX26MAY71400PE,"BANKEX",0,2026-05-27,71400,0.05,30,PE,BFO-OPT,BFO
224228357,875892,BANKEX26MAY71400CE,"BANKEX",0,2026-05-27,71400,0.05,30,CE,BFO-OPT,BFO
223639301,873591,BANKEX26MAY71300CE,"BANKEX",0,2026-05-27,71300,0.05,30,CE,BFO-OPT,BFO
224046597,875182,BANKEX26MAY71300PE,"BANKEX",0,2026-05-27,71300,0.05,30,PE,BFO-OPT,BFO
222569733,869413,BANKEX26MAY71200PE,"BANKEX",0,2026-05-27,71200,0.05,30,PE,BFO-OPT,BFO
224110853,875433,BANKEX26MAY71200CE,"BANKEX",0,2026-05-27,71200,0.05,30,CE,BFO-OPT,BFO
222633477,869662,BANKEX26MAY71100CE,"BANKEX",0,2026-05-27,71100,0.05,30,CE,BFO-OPT,BFO
223925765,874710,BANKEX26MAY71100PE,"BANKEX",0,2026-05-27,71100,0.05,30,PE,BFO-OPT,BFO
222437893,868898,BANKEX26MAY71000PE,"BANKEX",0,2026-05-27,71000,0.05,30,PE,BFO-OPT,BFO
223991301,874966,BANKEX26MAY71000CE,"BANKEX",0,2026-05-27,71000,0.05,30,CE,BFO-OPT,BFO
222840581,870471,BANKEX26MAY70900CE,"BANKEX",0,2026-05-27,70900,0.05,30,CE,BFO-OPT,BFO
223263237,872122,BANKEX26MAY70900PE,"BANKEX",0,2026-05-27,70900,0.05,30,PE,BFO-OPT,BFO
222653701,869741,BANKEX26MAY70800PE,"BANKEX",0,2026-05-27,70800,0.05,30,PE,BFO-OPT,BFO
223328517,872377,BANKEX26MAY70800CE,"BANKEX",0,2026-05-27,70800,0.05,30,CE,BFO-OPT,BFO
222714117,869977,BANKEX26MAY70700CE,"BANKEX",0,2026-05-27,70700,0.05,30,CE,BFO-OPT,BFO
223136005,871625,BANKEX26MAY70700PE,"BANKEX",0,2026-05-27,70700,0.05,30,PE,BFO-OPT,BFO
223202821,871886,BANKEX26MAY70600CE,"BANKEX",0,2026-05-27,70600,0.05,30,CE,BFO-OPT,BFO
223627013,873543,BANKEX26MAY70600PE,"BANKEX",0,2026-05-27,70600,0.05,30,PE,BFO-OPT,BFO
222594053,869508,BANKEX26MAY70500CE,"BANKEX",0,2026-05-27,70500,0.05,30,CE,BFO-OPT,BFO
223015429,871154,BANKEX26MAY70500PE,"BANKEX",0,2026-05-27,70500,0.05,30,PE,BFO-OPT,BFO
223077637,871397,BANKEX26MAY70400CE,"BANKEX",0,2026-05-27,70400,0.05,30,CE,BFO-OPT,BFO
223498245,873040,BANKEX26MAY70400PE,"BANKEX",0,2026-05-27,70400,0.05,30,PE,BFO-OPT,BFO
222888453,870658,BANKEX26MAY70300PE,"BANKEX",0,2026-05-27,70300,0.05,30,PE,BFO-OPT,BFO
223566341,873306,BANKEX26MAY70300CE,"BANKEX",0,2026-05-27,70300,0.05,30,CE,BFO-OPT,BFO
222955013,870918,BANKEX26MAY70200CE,"BANKEX",0,2026-05-27,70200,0.05,30,CE,BFO-OPT,BFO
223374085,872555,BANKEX26MAY70200PE,"BANKEX",0,2026-05-27,70200,0.05,30,PE,BFO-OPT,BFO
223441157,872817,BANKEX26MAY70100CE,"BANKEX",0,2026-05-27,70100,0.05,30,CE,BFO-OPT,BFO
223859205,874450,BANKEX26MAY70100PE,"BANKEX",0,2026-05-27,70100,0.05,30,PE,BFO-OPT,BFO
222830341,870431,BANKEX26MAY70000CE,"BANKEX",0,2026-05-27,70000,0.05,30,CE,BFO-OPT,BFO
223249925,872070,BANKEX26MAY70000PE,"BANKEX",0,2026-05-27,70000,0.05,30,PE,BFO-OPT,BFO
223248389,872064,BANKEX26MAY69900CE,"BANKEX",0,2026-05-27,69900,0.05,30,CE,BFO-OPT,BFO
223669253,873708,BANKEX26MAY69900PE,"BANKEX",0,2026-05-27,69900,0.05,30,PE,BFO-OPT,BFO
223741189,873989,BANKEX26MAY69800CE,"BANKEX",0,2026-05-27,69800,0.05,30,CE,BFO-OPT,BFO
224136453,875533,BANKEX26MAY69800PE,"BANKEX",0,2026-05-27,69800,0.05,30,PE,BFO-OPT,BFO
223120645,871565,BANKEX26MAY69700CE,"BANKEX",0,2026-05-27,69700,0.05,30,CE,BFO-OPT,BFO
223541253,873208,BANKEX26MAY69700PE,"BANKEX",0,2026-05-27,69700,0.05,30,PE,BFO-OPT,BFO
223612421,873486,BANKEX26MAY69600CE,"BANKEX",0,2026-05-27,69600,0.05,30,CE,BFO-OPT,BFO
224017157,875067,BANKEX26MAY69600PE,"BANKEX",0,2026-05-27,69600,0.05,30,PE,BFO-OPT,BFO
223417349,872724,BANKEX26MAY69500PE,"BANKEX",0,2026-05-27,69500,0.05,30,PE,BFO-OPT,BFO
224082437,875322,BANKEX26MAY69500CE,"BANKEX",0,2026-05-27,69500,0.05,30,CE,BFO-OPT,BFO
223482629,872979,BANKEX26MAY69400CE,"BANKEX",0,2026-05-27,69400,0.05,30,CE,BFO-OPT,BFO
223895813,874593,BANKEX26MAY69400PE,"BANKEX",0,2026-05-27,69400,0.05,30,PE,BFO-OPT,BFO
222410501,868791,BANKEX26MAY69300PE,"BANKEX",0,2026-05-27,69300,0.05,30,PE,BFO-OPT,BFO
223959301,874841,BANKEX26MAY69300CE,"BANKEX",0,2026-05-27,69300,0.05,30,CE,BFO-OPT,BFO
223357189,872489,BANKEX26MAY69200CE,"BANKEX",0,2026-05-27,69200,0.05,30,CE,BFO-OPT,BFO
223779845,874140,BANKEX26MAY69200PE,"BANKEX",0,2026-05-27,69200,0.05,30,PE,BFO-OPT,BFO
223844869,874394,BANKEX26MAY69100CE,"BANKEX",0,2026-05-27,69100,0.05,30,CE,BFO-OPT,BFO
224243717,875952,BANKEX26MAY69100PE,"BANKEX",0,2026-05-27,69100,0.05,30,PE,BFO-OPT,BFO
223233285,872005,BANKEX26MAY69000CE,"BANKEX",0,2026-05-27,69000,0.05,30,CE,BFO-OPT,BFO
